dia_compra;mes_compra;a�o;dia_semana;nro_ticket;filial_id;suma_total;cantidad_productos;nota;el_tiempo_de_la_atencion_fue_agil_y_rapido;atencion_amable;el_local_se_encontraba__limpio_y_ordenado;pto_contacto;nivel_2;dia_respuesta;genero;rango_edad;region;segmento_actividad;medio_de_pago;vend_id;Random
12-10-2022;10;2022;Miercoles;ab1d15584;466;59195;5;10;10;10;7;Local 466;Locales;13-10-2022;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;7231;183
01-10-2022;10;2022;Sabado;ab1d15585;112;24947;5;10;10;10;10;Local 112;Locales;03-10-2022;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;23079;236
15-10-2022;10;2022;Sabado;ab1d15586;488;1759;1;10;10;10;10;Local 488;Locales;17-10-2022;Masculino;De 60 años y más;V Valparaíso;Activo;Debito;19448;267
05-10-2022;10;2022;Miercoles;ab1d15587;317;13649;1;10;10;;10;ret_Local;Retiro en Tienda;08-10-2022;Masculino;De 46 a 60 años;VIII Biobío;Semi Activo;Debito;7310;283
08-10-2022;10;2022;Sabado;ab1d15588;775;30691;4;9;9;9;9;Local 775;Locales;10-10-2022;Femenino;De 46 a 60 años;VI O'Higgins;Semi Activo;Debito;23650;573
15-10-2022;10;2022;Sabado;ab1d15589;476;4526;4;10;10;10;10;Local 476;Locales;16-10-2022;Masculino;De 46 a 60 años;V Valparaíso;Activo;Debito;24975;828
19-10-2022;10;2022;Miercoles;ab1d15590;80;45876;4;10;10;10;10;Local 80;Locales;20-10-2022;Femenino;De 46 a 60 años;X Los Lagos;Activo;Debito;2514;837
14-10-2022;10;2022;Viernes;ab1d15591;182;58379;6;10;10;10;10;Local 182;Locales;19-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Credito;4889;879
18-10-2022;10;2022;Martes;ab1d15592;783;9132;1;8;1;9;4;Local 783;Locales;23-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Efectivo;20314;936
06-10-2022;10;2022;jueves;ab1d15593;132;387071;34;9;;;;Santiago;Compra Telefónica;07-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;2437;1007
05-10-2022;10;2022;Miercoles;ab1d15594;469;9489;3;10;10;10;10;Local 469;Locales;06-10-2022;Femenino;De 46 a 60 años;V Valparaíso;Fugado;Excedente;11980;1017
04-10-2022;10;2022;Martes;ab1d15595;100;47292;8;2;10;;7;ret_Local;Retiro en Tienda;05-10-2022;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;31400;1054
18-10-2022;10;2022;Martes;ab1d15596;771;33505;5;10;10;10;10;Local 771;Locales;24-10-2022;Femenino;De 36 a 45 años;Región Metropolitana;Dormido;Debito;24610;1204
11-10-2022;10;2022;Martes;ab1d15597;232;26998;2;10;10;10;10;Local 232;Locales;12-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;20229;1437
19-10-2022;10;2022;Miercoles;ab1d15598;173;26575;1;9;8;;8;ret_Local;Retiro en Tienda;20-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Credito;23343;1630
02-10-2022;10;2022;Domingo;ab1d15599;107;17818;2;10;10;10;10;Local 107;Locales;03-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;2407;1666
13-10-2022;10;2022;jueves;ab1d15600;546;84966;5;5;3;5;9;Local 546;Locales;18-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;13110;1716
19-10-2022;10;2022;Miercoles;ab1d15601;209;159485;47;10;10;10;10;Local 209;Locales;26-10-2022;Masculino;De 60 años y más;V Valparaíso;Activo;Credito;4446;1772
02-10-2022;10;2022;Domingo;ab1d15602;124;13903;1;7;7;10;6;Local 124;Locales;08-10-2022;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;4191;1876
28-10-2022;10;2022;Viernes;ab1d15603;638;9482;6;10;10;10;10;Local 638;Locales;03-11-2022;Femenino;De 46 a 60 años;VIII Biobío;Activo;Credito;13373;1934
04-10-2022;10;2022;Martes;ab1d15604;282;8937;1;10;10;10;4;Local 282;Locales;06-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;5555;2524
21-10-2022;10;2022;Viernes;ab1d15605;566;74190;5;9;10;10;10;Local 566;Locales;22-10-2022;Femenino;De 46 a 60 años;V Valparaíso;Semi Activo;Debito;11566;2596
12-10-2022;10;2022;Miercoles;ab1d15606;83;18571;6;10;10;10;10;Local 83;Locales;13-10-2022;Femenino;De 46 a 60 años;IX La Araucanía;Activo;Debito;4052;2671
20-10-2022;10;2022;jueves;ab1d15607;471;17998;2;7;10;10;10;Local 471;Locales;22-10-2022;Femenino;De 18 a 25 años;IX La Araucanía;Activo;Debito;10497;2830
19-10-2022;10;2022;Miercoles;ab1d15608;164;134519;6;4;6;6;7;Local 164;Locales;20-10-2022;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;15215;2892
04-10-2022;10;2022;Martes;ab1d15609;247;45566;4;9;9;;10;ret_Local;Retiro en Tienda;08-10-2022;Femenino;De 60 años y más;XIV Los Ríos;Activo;Debito;23704;3037
09-10-2022;10;2022;Domingo;ab1d15610;466;13058;2;10;10;10;10;Local 466;Locales;10-10-2022;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Credito;23297;3061
04-10-2022;10;2022;Martes;ab1d15611;51;65276;4;10;10;;10;ret_Local;Retiro en Tienda;07-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1339;3098
01-10-2022;10;2022;Sabado;ab1d15612;300;66531;3;8;7;8;7;Local 300;Locales;03-10-2022;Femenino;De 60 años y más;V Valparaíso;Activo;Credito;11935;3129
29-10-2022;10;2022;Sabado;ab1d15613;752;41092;4;0;0;0;0;Local 752;Locales;30-10-2022;Masculino;De 26 a 35 años;II Antofagasta;Activo;Debito;22961;3157
03-10-2022;10;2022;Lunes;ab1d15614;565;179486;16;10;;;;Compra Onl;Compra Online Despac;10-10-2022;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;1;3180
12-10-2022;10;2022;Miercoles;ab1d15615;66;77610;17;8;10;10;5;Local 66;Locales;13-10-2022;Masculino;De 26 a 35 años;VII Maule;Activo;Excedente;9641;3284
11-10-2022;10;2022;Martes;ab1d15616;135;30805;5;10;10;10;10;Local 135;Locales;16-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;8585;3338
11-10-2022;10;2022;Martes;ab1d15617;38;303450;1;10;10;10;10;Local 38;Locales;12-10-2022;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;2534;3359
14-10-2022;10;2022;Viernes;ab1d15618;180;61049;8;10;10;10;10;Local 180;Locales;19-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;21593;3503
24-10-2022;10;2022;Lunes;ab1d15619;287;5806;2;0;0;7;8;Local 287;Locales;29-10-2022;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;12127;3524
21-10-2022;10;2022;Viernes;ab1d15620;83;12479;4;0;5;;;ret_Local;Retiro en Tienda;23-10-2022;Masculino;De 36 a 45 años;IX La Araucanía;Activo;Debito;4689;3526
12-10-2022;10;2022;Miercoles;ab1d15621;474;7593;5;10;10;10;10;Local 474;Locales;14-10-2022;Masculino;De 36 a 45 años;V Valparaíso;Activo;Efectivo;1491;3566
30-10-2022;10;2022;Domingo;ab1d15622;185;27652;2;10;10;10;10;Local 185;Locales;07-11-2022;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Excedente;20210;3658
03-10-2022;10;2022;Lunes;ab1d15623;191;2913;1;10;9;10;9;Local 191;Locales;05-10-2022;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;3731;3681
19-10-2022;10;2022;Miercoles;ab1d15624;712;41535;1;9;9;10;10;Local 712;Locales;24-10-2022;Femenino;De 60 años y más;IX La Araucanía;Activo;Debito;19952;3859
15-10-2022;10;2022;Sabado;ab1d15625;971;32986;5;8;;;;um_Local 9;�ltima Milla;21-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;4066
20-10-2022;10;2022;jueves;ab1d15626;114;12816;3;10;10;10;10;Local 114;Locales;26-10-2022;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;25000;4135
19-10-2022;10;2022;Miercoles;ab1d15627;21;13798;2;7;9;9;9;Local 21;Locales;20-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;17802;4160
27-10-2022;10;2022;jueves;ab1d15628;461;15999;1;5;6;7;7;Local 461;Locales;29-10-2022;Femenino;De 36 a 45 años;Región Metropolitana;Dormido;Debito;3127;4179
12-10-2022;10;2022;Miercoles;ab1d15629;476;10468;3;10;10;10;10;Local 476;Locales;13-10-2022;Femenino;De 60 años y más;V Valparaíso;Activo;Debito;20336;4263
07-10-2022;10;2022;Viernes;ab1d15630;232;14889;2;10;10;10;10;Local 232;Locales;08-10-2022;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;17815;4296
29-10-2022;10;2022;Sabado;ab1d15631;396;14159;1;10;10;10;10;Local 396;Locales;03-11-2022;Femenino;De 26 a 35 años;VIII Biobío;Activo;Credito;3839;4338
10-10-2022;10;2022;Lunes;ab1d15632;629;25806;4;8;10;10;10;Local 629;Locales;15-10-2022;Masculino;De 46 a 60 años;XIV Los Ríos;Activo;Excedente;12969;4344
20-10-2022;10;2022;jueves;ab1d15633;544;20375;2;10;9;10;10;Local 544;Locales;26-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;24419;4487
27-10-2022;10;2022;jueves;ab1d15634;443;575;1;10;10;10;10;Local 443;Locales;02-11-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;8295;4517
19-10-2022;10;2022;Miercoles;ab1d15635;583;998;1;10;10;10;10;Local 583;Locales;20-10-2022;Femenino;De 60 años y más;VIII Biobío;Semi Activo;Debito;16264;4531
12-10-2022;10;2022;Miercoles;ab1d15636;123;59953;7;10;10;10;10;Local 123;Locales;13-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;13914;4609
17-10-2022;10;2022;Lunes;ab1d15637;775;1808;3;10;8;10;10;Local 775;Locales;24-10-2022;Masculino;De 60 años y más;VI O'Higgins;Activo;Efectivo;349;4618
28-10-2022;10;2022;Viernes;ab1d15638;376;999;1;10;10;10;9;Local 376;Locales;29-10-2022;Femenino;De 46 a 60 años;V Valparaíso;Activo;Debito;14100;4656
24-10-2022;10;2022;Lunes;ab1d15639;192;25499;1;1;4;1;8;Local 192;Locales;25-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;123;4671
17-10-2022;10;2022;Lunes;ab1d15640;971;42050;4;10;;;;um_Local 9;�ltima Milla;18-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;1;4835
25-10-2022;10;2022;Martes;ab1d15641;125;2479;1;1;2;1;5;Local 125;Locales;26-10-2022;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Excedente;14193;4836
13-10-2022;10;2022;jueves;ab1d15642;538;17685;3;9;9;7;7;Local 538;Locales;14-10-2022;Femenino;De 36 a 45 años;X Los Lagos;Activo;Debito;7939;4875
27-10-2022;10;2022;jueves;ab1d15643;114;45812;2;8;8;9;8;Local 114;Locales;31-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;14386;4889
05-10-2022;10;2022;Miercoles;ab1d15644;104;53687;4;10;;;;um_Local 1;�ltima Milla;11-10-2022;Femenino;De 36 a 45 años;Región Metropolitana;Dormido;Debito;16056;4919
08-10-2022;10;2022;Sabado;ab1d15645;91;30148;2;10;10;;10;ret_Local;Retiro en Tienda;12-10-2022;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Credito;21240;5060
18-10-2022;10;2022;Martes;ab1d15646;457;22619;7;10;10;10;10;Local 457;Locales;19-10-2022;Femenino;De 36 a 45 años;IV Coquimbo;Activo;Debito;21870;5090
21-10-2022;10;2022;Viernes;ab1d15647;177;10735;1;5;7;7;7;Local 177;Locales;23-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;24482;5104
20-10-2022;10;2022;jueves;ab1d15648;473;3678;2;0;5;0;8;Local 473;Locales;21-10-2022;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;18205;5153
22-10-2022;10;2022;Sabado;ab1d15649;710;5897;1;10;10;10;10;Local 710;Locales;23-10-2022;Femenino;De 18 a 25 años;Región Metropolitana;Semi Activo;Debito;21644;5372
14-10-2022;10;2022;Viernes;ab1d15650;383;25474;2;10;10;10;10;Local 383;Locales;17-10-2022;Femenino;De 46 a 60 años;I Tarapacá;Activo;Debito;5000;5511
11-10-2022;10;2022;Martes;ab1d15651;132;14903;3;10;;;;Santiago;Compra Telefónica;12-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;21846;5526
20-10-2022;10;2022;jueves;ab1d15652;28;15999;1;3;4;1;4;Local 28;Locales;21-10-2022;Masculino;De 46 a 60 años;VI O'Higgins;Dormido;Debito;10527;5539
03-10-2022;10;2022;Lunes;ab1d15653;89;25694;2;8;9;9;9;Local 89;Locales;08-10-2022;Femenino;De 26 a 35 años;Región Metropolitana;Semi Activo;Excedente;16711;5874
27-10-2022;10;2022;jueves;ab1d15654;362;22615;1;10;10;10;10;Local 362;Locales;28-10-2022;Femenino;De 46 a 60 años;V Valparaíso;Activo;Debito;23634;5964
10-10-2022;10;2022;Lunes;ab1d15655;50;44327;4;10;;;;um_Local 5;�ltima Milla;12-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Credito;25874;5982
31-10-2022;10;2022;Lunes;ab1d15656;135;7486;2;6;10;8;8;Local 135;Locales;01-11-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;4338;6112
25-10-2022;10;2022;Martes;ab1d15657;264;257956;4;10;10;10;8;Local 264;Locales;26-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;22608;6118
19-10-2022;10;2022;Miercoles;ab1d15658;365;10486;3;4;3;6;8;Local 365;Locales;20-10-2022;Masculino;De 46 a 60 años;VII Maule;Activo;Efectivo;13360;6136
20-10-2022;10;2022;jueves;ab1d15659;67;3522;1;10;10;10;10;Local 67;Locales;21-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;2442;6293
06-10-2022;10;2022;jueves;ab1d15660;382;13610;3;10;10;10;9;Local 382;Locales;08-10-2022;Masculino;De 60 años y más;V Valparaíso;Activo;Efectivo;19707;6536
05-10-2022;10;2022;Miercoles;ab1d15661;565;107084;7;1;;;;um_Local 5;�ltima Milla;15-10-2022;Femenino;De 36 a 45 años;Región Metropolitana;Fugado;Credito;1;6721
24-10-2022;10;2022;Lunes;ab1d15662;466;12055;1;10;10;10;10;Local 466;Locales;25-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;14879;6816
25-10-2022;10;2022;Martes;ab1d15663;243;23288;2;10;10;10;10;Local 243;Locales;27-10-2022;Femenino;De 26 a 35 años;V Valparaíso;Activo;Efectivo;23361;6834
19-10-2022;10;2022;Miercoles;ab1d15664;539;28589;2;9;10;10;10;Local 539;Locales;21-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;11217;6877
09-10-2022;10;2022;Domingo;ab1d15665;620;14770;4;10;10;10;10;Local 620;Locales;10-10-2022;Femenino;De 60 años y más;II Antofagasta;Activo;Debito;23618;6954
05-10-2022;10;2022;Miercoles;ab1d15666;459;17599;1;10;10;;10;ret_Local;Retiro en Tienda;07-10-2022;Femenino;De 26 a 35 años;I Tarapacá;Activo;Credito;7142;7212
25-10-2022;10;2022;Martes;ab1d15667;594;62010;12;10;10;10;10;Local 594;Locales;26-10-2022;Femenino;De 36 a 45 años;IV Coquimbo;Activo;Excedente;8858;7301
07-10-2022;10;2022;Viernes;ab1d15668;393;48597;3;9;10;10;9;Local 393;Locales;08-10-2022;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;1559;7518
26-10-2022;10;2022;Miercoles;ab1d15669;563;23199;1;5;8;5;7;Local 563;Locales;27-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;23374;7576
26-10-2022;10;2022;Miercoles;ab1d15670;12;2642;2;9;9;9;9;Local 12;Locales;01-11-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;6001;7781
26-10-2022;10;2022;Miercoles;ab1d15671;262;32176;4;7;5;9;10;Local 262;Locales;28-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;16026;7847
03-10-2022;10;2022;Lunes;ab1d15672;489;27474;6;10;10;10;10;Local 489;Locales;05-10-2022;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;1257;7901
11-10-2022;10;2022;Martes;ab1d15673;439;156477;2;4;6;7;8;Local 439;Locales;12-10-2022;Masculino;De 60 años y más;VIII Biobío;Activo;Credito;10383;7993
19-10-2022;10;2022;Miercoles;ab1d15674;535;6854;2;10;10;10;10;Local 535;Locales;21-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;23113;8207
06-10-2022;10;2022;jueves;ab1d15675;362;58844;4;10;;;;Viña del;Compra Telefónica;08-10-2022;Femenino;De 60 años y más;V Valparaíso;Dormido;Debito;9649;8215
11-10-2022;10;2022;Martes;ab1d15676;556;2118;2;2;9;9;6;Local 556;Locales;12-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;20540;8226
06-10-2022;10;2022;jueves;ab1d15677;349;34020;18;10;10;10;10;Local 349;Locales;07-10-2022;Femenino;De 60 años y más;X Los Lagos;Activo;Efectivo;24738;8294
19-10-2022;10;2022;Miercoles;ab1d15678;469;2476;3;10;10;10;10;Local 469;Locales;20-10-2022;Femenino;De 36 a 45 años;V Valparaíso;Dormido;Efectivo;8413;8335
13-10-2022;10;2022;jueves;ab1d15679;415;43348;2;10;10;10;10;Local 415;Locales;20-10-2022;Femenino;De 60 años y más;II Antofagasta;Activo;Efectivo;12799;8396
15-10-2022;10;2022;Sabado;ab1d15680;481;83655;5;10;10;10;10;Local 481;Locales;16-10-2022;Masculino;De 60 años y más;IX La Araucanía;Activo;Debito;9250;8535
17-10-2022;10;2022;Lunes;ab1d15681;319;30399;1;6;2;2;5;Local 319;Locales;19-10-2022;Femenino;De 36 a 45 años;IX La Araucanía;Activo;Debito;2515;8579
21-10-2022;10;2022;Viernes;ab1d15682;382;52360;2;10;10;10;10;Local 382;Locales;22-10-2022;Femenino;De 60 años y más;V Valparaíso;Activo;Efectivo;7525;8690
12-10-2022;10;2022;Miercoles;ab1d15683;136;5576;3;8;10;10;10;Local 136;Locales;13-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;24025;9023
22-10-2022;10;2022;Sabado;ab1d15684;387;26314;7;10;10;10;9;Local 387;Locales;23-10-2022;Masculino;De 60 años y más;VIII Biobío;Activo;Excedente;5131;9369
14-10-2022;10;2022;Viernes;ab1d15685;586;3816;3;9;8;9;8;Local 586;Locales;16-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;24256;9437
17-10-2022;10;2022;Lunes;ab1d15686;583;104344;3;8;9;10;5;Local 583;Locales;22-10-2022;Femenino;De 46 a 60 años;VIII Biobío;Activo;Credito;20902;9480
14-10-2022;10;2022;Viernes;ab1d15687;360;53260;7;10;10;10;10;Local 360;Locales;21-10-2022;Femenino;De 46 a 60 años;XII Magallanes y Antártica;Activo;Debito;11762;9584
24-10-2022;10;2022;Lunes;ab1d15688;567;36790;4;10;10;10;10;Local 567;Locales;26-10-2022;Masculino;De 60 años y más;IV Coquimbo;Activo;Efectivo;8154;9810
07-10-2022;10;2022;Viernes;ab1d15689;132;243902;1;10;10;10;10;Local 132;Locales;08-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;12380;9823
03-10-2022;10;2022;Lunes;ab1d15690;382;276119;18;10;10;10;10;Local 382;Locales;08-10-2022;Femenino;De 60 años y más;V Valparaíso;Activo;Credito;18811;10054
07-10-2022;10;2022;Viernes;ab1d15691;133;36878;7;10;10;10;10;Local 133;Locales;08-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;19292;10148
13-10-2022;10;2022;jueves;ab1d15692;396;17397;4;10;10;10;10;Local 396;Locales;18-10-2022;Femenino;De 60 años y más;VIII Biobío;Activo;Debito;23665;10149
06-10-2022;10;2022;jueves;ab1d15693;971;20999;2;9;;;;um_Local 9;�ltima Milla;12-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;10166
25-10-2022;10;2022;Martes;ab1d15694;297;28878;2;10;10;10;10;Local 297;Locales;27-10-2022;Femenino;De 26 a 35 años;V Valparaíso;Activo;Debito;14558;10173
06-10-2022;10;2022;jueves;ab1d15695;566;9611;3;7;4;;9;ret_Local;Retiro en Tienda;09-10-2022;Femenino;De 36 a 45 años;V Valparaíso;Semi Activo;Credito;19671;10408
23-10-2022;10;2022;Domingo;ab1d15696;360;6456;4;10;10;10;9;Local 360;Locales;26-10-2022;Femenino;De 36 a 45 años;XII Magallanes y Antártica;Activo;Debito;946;10415
08-10-2022;10;2022;Sabado;ab1d15697;192;41623;1;10;10;10;10;Local 192;Locales;13-10-2022;Masculino;De 60 años y más;Región Metropolitana;Activo;Credito;14144;10694
08-10-2022;10;2022;Sabado;ab1d15698;10;8879;1;10;10;10;10;Local 10;Locales;09-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;22489;10709
03-10-2022;10;2022;Lunes;ab1d15699;461;98127;11;6;10;;6;ret_Local;Retiro en Tienda;04-10-2022;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;9408;10815
11-10-2022;10;2022;Martes;ab1d15700;556;4098;1;4;4;8;8;Local 556;Locales;16-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;25783;10820
19-10-2022;10;2022;Miercoles;ab1d15701;396;6594;1;9;10;10;8;Local 396;Locales;21-10-2022;Masculino;De 46 a 60 años;VIII Biobío;Activo;Debito;3839;10826
31-10-2022;10;2022;Lunes;ab1d15702;42;20199;1;8;8;10;6;Local 42;Locales;02-11-2022;Femenino;De 46 a 60 años;I Tarapacá;Activo;Debito;2622;11013
28-10-2022;10;2022;Viernes;ab1d15703;94;36807;3;10;10;10;10;Local 94;Locales;03-11-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;15869;11168
13-10-2022;10;2022;jueves;ab1d15704;404;52043;7;10;10;10;10;Local 404;Locales;14-10-2022;Femenino;De 36 a 45 años;VII Maule;Activo;Credito;2262;11176
03-10-2022;10;2022;Lunes;ab1d15705;591;963;3;0;10;10;10;Local 591;Locales;08-10-2022;Masculino;De 46 a 60 años;VII Maule;Activo;Efectivo;23696;11195
26-10-2022;10;2022;Miercoles;ab1d15706;282;16836;2;10;10;10;10;Local 282;Locales;27-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;5555;11211
17-10-2022;10;2022;Lunes;ab1d15707;554;15333;5;10;10;10;10;Local 554;Locales;23-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;16515;11338
09-10-2022;10;2022;Domingo;ab1d15708;220;11689;1;10;10;10;8;Local 220;Locales;14-10-2022;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;9139;11545
19-10-2022;10;2022;Miercoles;ab1d15709;379;12699;1;6;5;7;6;Local 379;Locales;20-10-2022;Masculino;De 26 a 35 años;VI O'Higgins;Activo;Debito;4520;11602
18-10-2022;10;2022;Martes;ab1d15710;317;31080;8;9;9;10;10;Local 317;Locales;23-10-2022;Femenino;De 36 a 45 años;VIII Biobío;Activo;Debito;5221;11670
12-10-2022;10;2022;Miercoles;ab1d15711;85;22298;2;3;3;6;5;Local 85;Locales;14-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Debito;20662;11764
10-10-2022;10;2022;Lunes;ab1d15712;185;1130;2;10;9;10;10;Local 185;Locales;11-10-2022;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;25434;11850
21-10-2022;10;2022;Viernes;ab1d15713;565;62810;9;9;;;;Compra Onl;Compra Online Despac;26-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1;11926
25-10-2022;10;2022;Martes;ab1d15714;288;156248;21;10;10;10;10;Local 288;Locales;26-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;15636;12130
18-10-2022;10;2022;Martes;ab1d15715;138;2409;1;2;4;5;5;Local 138;Locales;19-10-2022;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;4420;12152
15-10-2022;10;2022;Sabado;ab1d15716;138;3144;1;10;10;10;10;Local 138;Locales;16-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;4420;12198
07-10-2022;10;2022;Viernes;ab1d15717;756;35897;6;10;9;10;10;Local 756;Locales;09-10-2022;Femenino;De 36 a 45 años;XIV Los Ríos;Activo;Debito;14190;12341
14-10-2022;10;2022;Viernes;ab1d15718;470;142877;21;10;7;10;10;Local 470;Locales;16-10-2022;Femenino;De 36 a 45 años;IX La Araucanía;Activo;Excedente;3327;12344
14-10-2022;10;2022;Viernes;ab1d15719;121;8887;1;6;9;9;7;Local 121;Locales;20-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;11188;12510
25-10-2022;10;2022;Martes;ab1d15720;481;47199;1;8;8;8;8;Local 481;Locales;26-10-2022;Masculino;De 60 años y más;IX La Araucanía;Activo;Credito;9250;12528
07-10-2022;10;2022;Viernes;ab1d15721;164;20591;1;10;10;10;10;Local 164;Locales;12-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Dormido;Excedente;25303;12577
28-10-2022;10;2022;Viernes;ab1d15722;38;58360;4;9;9;10;9;Local 38;Locales;29-10-2022;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;2534;12596
21-10-2022;10;2022;Viernes;ab1d15723;446;21383;1;9;9;10;9;Local 446;Locales;26-10-2022;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;1324;12671
13-10-2022;10;2022;jueves;ab1d15724;393;26819;1;10;10;10;5;Local 393;Locales;14-10-2022;Femenino;De 36 a 45 años;VIII Biobío;Activo;Debito;22395;12691
02-10-2022;10;2022;Domingo;ab1d15725;405;37323;8;10;10;10;10;Local 405;Locales;03-10-2022;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1607;12795
05-10-2022;10;2022;Miercoles;ab1d15726;971;18487;4;10;;;;um_Local 9;�ltima Milla;19-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Credito;1;12874
26-10-2022;10;2022;Miercoles;ab1d15727;448;54091;4;9;9;10;10;Local 448;Locales;27-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;19529;12886
26-10-2022;10;2022;Miercoles;ab1d15728;176;6979;5;5;4;7;5;Local 176;Locales;27-10-2022;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;11427;12886
08-10-2022;10;2022;Sabado;ab1d15729;90;41158;14;10;10;10;10;Local 90;Locales;09-10-2022;Masculino;De 46 a 60 años;VI O'Higgins;Activo;Excedente;6411;12934
18-10-2022;10;2022;Martes;ab1d15730;428;27031;6;10;10;10;10;Local 428;Locales;21-10-2022;Femenino;De 18 a 25 años;IV Coquimbo;Activo;Debito;9264;13028
03-10-2022;10;2022;Lunes;ab1d15731;496;40996;4;10;10;10;10;Local 496;Locales;05-10-2022;Femenino;De 60 años y más;Región Metropolitana;Activo;Credito;17237;13054
